Issue key,Primary Issue,Secondary Issue,Repeat,Suggested Response,Actual Response,Assigned to Respond:,Issue id,Mode,Airport,State,Zip,City,Received / Created,Zip Code,Latitude,Longitude,AutoCity,County,CA Region,Status,Response Time (Days),Response Time,Repeat Formula,Closed,Open,Waiting for customer,Open ATO WSC,Open Other,Response Method,NP Week,Date Range
AWP-2020000494,Low flying / safety,,No,Contact FDSO,,,23871,Email,GEU,AZ,85301,Palm Desert,4/13/2020,85301,33.54,-112.18,Glendale,Maricopa County,#N/A,Addressed,24,15 - 30 days,New Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000495,Recent change or increase in air traffic,,No,,,,23872,Email,UDD,CA,92260,Phoenix,4/13/2020,92260,33.71,-116.40,Palm Desert,Riverside County,SoCal,Addressed,14,Less than 15 days,New Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000496,Military,,No,Military,,,23873,Email,PHX,AZ,85034,Camp Pendleton,4/14/2020,85034,33.43,-112.01,Phoenix,Maricopa County,#N/A,Addressed,79,More than 30 days,New Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000497,Early morning/late night flights,,Yes,,,,23874,Email,L18,CA,92082,Montclair,4/15/2020,92082,33.25,-117.00,Valley Center,San Diego County,SoCal,Addressed,12,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000498,Early morning/late night flights,,Yes,,,,23875,Email,ONT,CA,91763,Montclair,4/18/2020,91763,34.07,-117.70,Montclair,San Bernadino County,SoCal,Addressed,9,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000499,Helicopter,,No,,,,23906,Email,Unknown,CA,90731,San Pedro,4/22/2020,90731,33.74,-118.28,San Pedro,Los Angeles County,SoCal,Addressed,28,15 - 30 days,New Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000500,Military,,No,,,,23907,Email,Unknown,HI,96816,Honolulu,4/24/2020,96816,21.29,-157.79,Honolulu,Honolulu County,#N/A,Addressed,110,More than 30 days,New Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000501,Other,Sonic Boom,No,,,,23908,Email,E25,AZ,85332,Congress,4/17/2020,85332,34.18,-112.90,Congress,Yavapai County,#N/A,Addressed,13,Less than 15 days,New Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000502,Helicopter,,No,,,,23909,Email,CLD,CA,92026,Escondido,4/17/2020,92026,33.21,-117.12,Escondido,San Diego County,SoCal,Addressed,33,More than 30 days,New Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000503,Aircraft Noise,,No,,,,23910,Email,F70,CA,92563,Murrieta,4/19/2020,92563,33.58,-117.15,Murrieta,Riverside County,SoCal,Addressed,31,More than 30 days,New Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000504,Flight school training,,Yes,,,,23911,Email,SMO,CA,90405,Malibu,4/21/2020,90405,34.01,-118.47,Santa Monica,Los Angeles County,SoCal,Addressed,9,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000505,Low flying / safety,,No,,,,23912,Email,ONT,CA,91752,Riverside,4/23/2020,91752,34.00,-117.53,Mira Loma,Riverside County,SoCal,Addressed,27,15 - 30 days,New Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000506,Recent change or increase in air traffic,,No,,,,23913,Email,SMX,CA,93454,Santa Maria,4/25/2020,93454,34.92,-120.26,Santa Maria,Santa Barbra County,SoCal,Addressed,75,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000507,Low flying / safety,,No,,,,23917,Phone,NAX,HI,96797,Waikale,4/24/2020,96797,21.43,-157.97,Waipahu,Honolulu County,#N/A,Waiting for customer,#NAME?,#NAME?,New Complainant,0,1,1,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000508,Helicopter,,No,,,,23918,Phone,Unknown,CA,94102,San Francisco,4/25/2020,94102,37.78,-122.42,San Francisco,San Francisco County,NorCal,Addressed,25,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000509,Helicopter,,No,,,,24000,Phone,JFO,CA,94110,San Francisco,4/24/2020,94110,37.75,-122.42,San Francisco,San Francisco County,NorCal,Addressed,26,15 - 30 days,New Complainant,1,0,0,0,,Email,16 2020,4/11/2020 - 4/24/2020
AWP-2020000510,Low flying / safety,,No,,,,24006,Phone,RHV,CA,95148,San Jose,4/28/2020,95148,37.34,-121.78,San Jose,Santa Clara County,NorCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000511,Recent change or increase in air traffic,Unknown,No,,,,24008,Phone,Unknown,HI,96708,Maui,4/28/2020,96708,20.85,-156.22,Haiku,Maui County,#N/A,Addressed,2,Less than 15 days,New Complainant,1,0,0,0,,Letter,17 2020,4/25/2020 - 5/8/2020
AWP-2020000512,Aircraft Noise,,No,Helicopter / flyover template,,Andrea,24101,Phone,Unknown,CA,94203,Sacramento,4/27/2020,94203,38.58,-121.49,Sacramento,Sacramento County,NorCal,Addressed,70,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000513,Helicopter,,No,,FSDO Safety Issue,,24104,Phone,JNP,CA,95545,Huntington,4/27/2020,95545,40.28,-124.06,Honeydew,Humboldt County,NorCal,Addressed,43,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000514,Helicopter,,Yes,,,,24111,Email,GYR,AZ,85268,Maricopa,4/28/2020,85268,33.61,-111.74,Fountain Hills,Maricopa County,#N/A,Addressed,72,More than 30 days,Repeat Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000515,Aircraft Noise,,No,,,,24112,Email,Unknown,CA,91360,Thousand Oaks,4/27/2020,91360,34.21,-118.88,Thousand Oaks,Ventura County,SoCal,Addressed,43,More than 30 days,New Complainant,1,0,0,0,,Letter,17 2020,4/25/2020 - 5/8/2020
AWP-2020000516,Aircraft Noise,,No,,,,24116,Email,CMA,CA,91360,Thousand Oaks,4/30/2020,91360,34.21,-118.88,Thousand Oaks,Ventura County,SoCal,Addressed,40,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000517,Low flying / safety,,Yes,,,,24117,Email,CLD,CA,92506,Oceanside,4/30/2020,92506,33.93,-117.37,Riverside,Riverside County,SoCal,Addressed,20,15 - 30 days,Repeat Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000518,Recent change or increase in air traffic,,No,,,,24118,Email,CLD,CA,92009,Carlsbad,4/28/2020,92009,33.10,-117.24,Carlsbad,San Diego County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000519,Helicopter - noise,News / media,No,,,,24119,Email,OCN,CA,92663,New Port Beach,5/1/2020,92663,33.62,-117.93,Newport Beach,Orange County,SoCal,Addressed,19,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000520,Low flying / safety,,No,,,,24120,Email,CLD,CA,92081,Vista,4/28/2020,92081,33.16,-117.24,Vista,San Diego County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000521,NextGen/PBN,,Yes,,No Response Required - Repeat Complaint,,24121,Email,Unknown,CA,94087,Sunnyvale,5/3/2020,94087,37.35,-122.04,Sunnyvale,Santa Clara County,NorCal,Addressed,2,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000522,Helicopter - safety,,No,,,,24122,Email,Unknown,HI,96734,Kailua,5/2/2020,96734,21.40,-157.76,Kailua,Honolulu County,#N/A,Addressed,93,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000523,Low flying / safety,,No,,,,24123,Email,Unknown,CA,95110,San Jose,5/3/2020,95110,37.35,-121.91,San Jose,Santa Clara County,NorCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000524,Low flying / safety,,No,,,,24124,Email,EMT,CA,90601,San Gabriel,5/3/2020,90601,34.01,-118.03,Whittier,Los Angeles County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000525,Other,Sound Insulation,No,,,,24125,Email,LAX,CA,90045,Los Angeles,5/4/2020,90045,33.94,-118.42,Los Angeles,Los Angeles County,SoCal,Addressed,119,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000526,Low flying / safety,,No,,,,24126,Email,LAX,CA,90250,Del Aire,5/4/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,51,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000527,Aircraft Noise,,No,,,,24127,Email,HHR,CA,90250,Hawthorne,5/5/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,15,Less than 15 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000528,Low flying / safety,,Yes,,,,24132,Email,DVT,AZ,85383,Peoria,4/16/2020,85383,33.80,-112.25,Peoria,Maricopa County,#N/A,Addressed,34,More than 30 days,Repeat Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000529,Helicopter - noise,News / media,No,,,,24161,Email,Unknown,CA,95682,Cameron Park,4/28/2020,95682,38.61,-120.96,Shingle Springs,El Dorado County,NorCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000530,Helicopter - safety,,No,Helicopter / flyover template,No safety issue,,24162,Email,Unknown,CA,90250,Hawthorne,4/28/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000531,Recent change or increase in air traffic,,No,,,,24172,Email,VNY,CA,91350,Santa Clarita,4/30/2020,91350,34.44,-118.50,Santa Clarita,Los Angeles County,SoCal,Addressed,20,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000532,Aircraft Noise,,No,,,,24173,Email,Unknown,CA,92130,San Diego,5/1/2020,92130,32.95,-117.21,San Diego,San Diego County,SoCal,Addressed,97,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000533,Aircraft Noise,,No,,FSDO Safety Issue,,24174,Email,Unknown,CA,95003,Aptos,5/2/2020,95003,37.01,-121.88,Aptos,Santa Cruz County,NorCal,Addressed,19,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000534,Military,,No,Military template,Military template,Meghan,24175,Email,NKX,CA,92122,University City,4/30/2020,92122,32.86,-117.17,San Diego,San Diego County,SoCal,Addressed,18,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000535,Early morning/late night flights,,No,,,,24176,Email,SAN,CA,92071,Santee,5/1/2020,92071,32.85,-116.99,Santee,San Diego County,SoCal,Addressed,19,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000536,Recent change or increase in air traffic,,No,,,,24177,Email,SNA,CA,92677,Laguna Niguel,5/2/2020,92677,33.53,-117.70,Laguna Niguel,Orange County,SoCal,Addressed,18,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000537,Low flying / safety,,No,,,,24178,Email,MYF,CA,92109,San Diego,4/27/2020,92109,32.79,-117.23,San Diego,San Diego County,SoCal,Addressed,26,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000538,Aircraft Noise,,Yes,,,,24179,Email,CVH,CA,95076,Royal Oaks,4/28/2020,95076,36.95,-121.76,Watsonville,Santa Cruz County,NorCal,Addressed,11,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000539,Low flying / safety,,No,,,,24180,Email,RBK,CA,92563,Murrietta,4/28/2020,92563,33.58,-117.15,Murrieta,Riverside County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000540,Low flying / safety,,No,,,,24181,Email,ONT,CA,91752,Riverside,5/2/2020,91752,34.00,-117.53,Mira Loma,Riverside County,SoCal,Addressed,31,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000541,Aircraft Noise,,No,,,,24182,Email,OAK,CA,94501,Alameda,4/30/2020,94501,37.77,-122.28,Alameda,Alameda County,NorCal,Addressed,98,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000542,Military,,No,,Military template,,24183,Email,RNM,CA,92065,Ramona,5/1/2020,92065,33.05,-116.85,Ramona,San Diego County,SoCal,Addressed,32,More than 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000543,Low flying / safety,,No,,,,24184,Email,EMT,CA,90601,Whittier,5/1/2020,90601,34.01,-118.03,Whittier,Los Angeles County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000544,Military,,No,Military template,Military template,Larri - sent (6/9/2020),23815,Phone,Unknown,CA,92243,El Centro,4/16/2020,92243,32.77,-115.60,El Centro,Imperial County,SoCal,Addressed,57,More than 30 days,New Complainant,1,0,0,0,,Letter,15 2020,4/11/2020 - 4/24/2020
AWP-2020000545,Aircraft Noise,,Yes,,,,23825,Phone,Unknown,CA,90033,Los Angeles,4/16/2020,90033,34.05,-118.21,Los Angeles,Los Angeles County,SoCal,Addressed,25,15 - 30 days,Repeat Complainant,1,0,0,0,,Email,15 2020,4/11/2020 - 4/24/2020
AWP-2020000546,Early morning/late night flights,ONT**,No,,,Larri - sent 9/1/2020,24110,Phone,ONT,CA,91764,Ontario,4/26/2020,91764,34.07,-117.61,Ontario,San Bernadino County,SoCal,Addressed,138,More than 30 days,New Complainant,1,0,0,0,,Letter,17 2020,4/25/2020 - 5/8/2020
AWP-2020000547,Helicopter,News / media,No,,,,24128,Phone,Unknown,CA,92646,Huntingtoon Beach,5/1/2020,92646,33.66,-117.97,Huntington Beach,Orange County,SoCal,Addressed,19,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000548,Aircraft Noise,,No,,,,24130,Email,Unknown,CA,0,Laguna Beach,5/2/2020,0,#N/A,#N/A,#N/A,#N/A,#N/A,Addressed,34,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000549,Aircraft Noise,,No,,,,24166,Phone,Unknown,HI,0,Oahu,1/16/2020,0,#N/A,#N/A,#N/A,#N/A,#N/A,Addressed,139,More than 30 days,New Complainant,1,0,0,0,,Email,2 2020,1/4/2020 - 1/17/2020
AWP-2020000550,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24192,Email,Unknown,CA,92040,Lakeside,5/6/2020,92040,32.91,-116.89,Lakeside,San Diego County,SoCal,Addressed,12,Less than 15 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000551,Flight school training,,No,,,,24193,Email,Unknown,CA,92011,Carslbad,5/6/2020,92011,33.11,-117.29,Carlsbad,San Diego County,SoCal,Addressed,24,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000552,Helicopter - safety,,No,,,,24194,Email,CHD,AZ,85286,Chandler,5/6/2020,85286,33.27,-111.83,Chander,Maricopa County,#N/A,Addressed,24,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000553,Aircraft Noise,,Yes,,,,24195,Email,CRQ,CA,92081,Vista,5/9/2020,92081,33.16,-117.24,Vista,San Diego County,SoCal,Addressed,89,More than 30 days,Repeat Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000554,UAS - Drones,,No,Drones template,Drones template,Meghan,24196,Phone,Unknown,CA,93906,Salinas,5/11/2020,93906,36.72,-121.63,Salinas,Monterey County,NorCal,Addressed,7,Less than 15 days,New Complainant,1,0,0,0,,Letter,19 2020,5/9/2020 - 5/22/2020
AWP-2020000555,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24220,Email,Unknown,CA,92107,San Diego,5/1/2020,92107,32.74,-117.25,San Diego,San Diego County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000556,Low flying / safety,,No,,,ATO,24221,Email,PHX,AZ,85042,Phoenix,5/4/2020,85042,33.37,-112.04,Phoenix,Maricopa County,#N/A,Addressed,28,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000557,NextGen/PBN,,Yes,,,ATO,24222,Email,NUQ,CA,94087,Sunnyvale,5/4/2020,94087,37.35,-122.04,Sunnyvale,Santa Clara County,NorCal,Addressed,10,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000558,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24223,Email,Unknown,CA,90210,Beverly Hills,5/6/2020,90210,34.10,-118.41,Beverly Hills,Los Angeles County,SoCal,Addressed,12,Less than 15 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000559,Helicopter - safety,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24224,Email,Unknown,CA,92570,perris,5/6/2020,92570,33.79,-117.32,Perris,Riverside County,SoCal,Addressed,24,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000560,Aircraft Noise,,Yes,,,ATO,24225,Email,HHR,CA,90250,Hawthorne,5/7/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,21,15 - 30 days,Repeat Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000561,Aircraft Noise,,No,,,ATO,24228,Phone,Unknown,HI,96720,Hilo,4/30/2020,96720,19.66,-155.23,Hilo,Hawaii County,#N/A,Addressed,30,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000562,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24229,Phone,Unknown,CA,92603,Newport Beach,5/1/2020,92603,33.63,-117.79,Irvine,Orange County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000563,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Meghan,24230,Phone,Unknown,CA,92648,Huntington Beach,5/1/2020,92648,33.68,-118.01,Huntington Beach,Orange County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,17 2020,4/25/2020 - 5/8/2020
AWP-2020000564,Low flying / safety,,No,,,ATO,24231,Phone,SFO,CA,94110,San Francisco,5/2/2020,94110,37.75,-122.42,San Francisco,San Francisco County,NorCal,Addressed,28,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000565,Low flying / safety,,No,,,ATO,24232,Phone,CHD,AZ,85224,Chandler,5/3/2020,85224,33.32,-111.88,Chandler,Maricopa County,#N/A,Addressed,23,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000566,Helicopter - noise,,No,Helicopter / flyover template,Helicopter / flyover template,Larri - sent (6/9/2020),24233,Phone,JBK,CA,94701,Berkeley,5/3/2020,94701,37.87,-122.27,Berkeley,Alameda County,NorCal,Addressed,40,More than 30 days,New Complainant,1,0,0,0,,Letter,18 2020,4/25/2020 - 5/8/2020
AWP-2020000567,Military,Low flying / safety,No,,Military template,ATO,24234,Phone,SUU,CA,95136,San Jose,5/5/2020,95136,37.27,-121.85,San Jose,Santa Clara County,NorCal,Addressed,23,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000568,Low flying / safety,,No,,,Larri - sent 10/2,24235,Phone,ITO,HI,96720,Hilo,5/5/2020,96720,19.66,-155.23,Hilo,Hawaii County,#N/A,Addressed,151,More than 30 days,New Complainant,1,0,0,0,,Letter,18 2020,4/25/2020 - 5/8/2020
AWP-2020000569,Other,,No,,,,24323,Email,Unknown,CA,90250,Hawthorne,5/7/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,11,Less than 15 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000570,NextGen/PBN,,Yes,,,,24324,Email,PAO,CA,94087,Sunnyvale,5/11/2020,94087,37.35,-122.04,Sunnyvale,Santa Clara County,NorCal,Addressed,112,More than 30 days,Repeat Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000571,NextGen/PBN,,Yes,,,,24325,Email,PHX,AZ,85201,Mesa,5/11/2020,85201,33.43,-111.85,Mesa,Maricopa County,#N/A,Addressed,10,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000572,Low flying / safety,,No,,,,24327,Email,Unknown,CA,90250,Hawthorne,5/12/2020,90250,33.91,-118.35,Hawthorne,Los Angeles County,SoCal,Addressed,27,15 - 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000573,NextGen/PBN,,No,,,,24328,Email,"SMO, LAX",CA,90291,Santa Monica,5/12/2020,90291,33.99,-118.47,Venice,Los Angeles County,SoCal,Addressed,111,More than 30 days,New Complainant,1,0,0,0,,Letter,19 2020,5/9/2020 - 5/22/2020
AWP-2020000574,Helicopter,,No,,,,24329,Email,BUR,CA,91352,Sun Valley,5/12/2020,91352,34.23,-118.37,Sun Valley,Los Angeles County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000575,Helicopter,,No,,,,24330,Email,Unknown,CA,90017,Los Angeles,5/13/2020,90017,34.05,-118.26,Los Angeles,Los Angeles County,SoCal,Addressed,5,Less than 15 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000576,Helicopter - noise,,No,,,,24331,Email,CNO,CA,91708,Chino,5/14/2020,91708,33.95,-117.64,Chino,San Bernadino County,SoCal,Addressed,84,More than 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000577,Aircraft Noise,,No,,,,24333,Email,POC,CA,91750,La Verne,5/14/2020,91750,34.18,-117.77,La Verne,Los Angeles County,SoCal,Addressed,103,More than 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000578,Early morning/late night flights,,No,,,,24334,Email,Unknown,CA,91901,Alpine,5/15/2020,91901,32.81,-116.71,Alpine,San Diego County,SoCal,Addressed,95,More than 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000579,Early morning/late night flights,,No,,,,24336,Email,MRY,CA,93940,Del Rey Oaks,5/8/2020,93940,36.57,-121.84,Monterey,Monterey County,NorCal,Addressed,74,More than 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000580,NextGen/PBN,,No,,,,24338,Email,"SFO, OAK",CA,94134,San Francisco,5/15/2020,94134,37.72,-122.41,San Francisco,San Francisco County,NorCal,ATO WSC,#NAME?,#NAME?,New Complainant,0,1,0,1,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000581,Helicopter - safety,,No,,,,24350,Phone,Unknown,CA,92570,Perris,5/6/2020,92570,33.79,-117.32,Perris,Riverside County,SoCal,Addressed,20,15 - 30 days,New Complainant,1,0,0,0,,Letter,18 2020,4/25/2020 - 5/8/2020
AWP-2020000582,Flight school training,,No,,,,24349,Phone,POC,CA,71750,LaVerne,5/17/2020,91750,34.18,-117.77,La Verne,Los Angeles County,SoCal,Addressed,11,Less than 15 days,New Complainant,1,0,0,0,,Email,20 2020,5/9/2020 - 5/22/2020
AWP-2020000583,Flight school training,,No,,,,24351,Email,IWA,AZ,85212,Unknown,3/26/2020,85212,33.32,-111.62,Mesa,Maricopa County,#N/A,Addressed,98,More than 30 days,New Complainant,1,0,0,0,,Email,12 2020,3/14/2020 - 3/27/2020
AWP-2020000584,Flight school training,,No,,,,24352,Phone,SNA,CA,92692,Mission Viejo,5/8/2020,92692,33.61,-117.64,Mission Viejo,Orange County,SoCal,Addressed,22,15 - 30 days,New Complainant,1,0,0,0,,Email,18 2020,4/25/2020 - 5/8/2020
AWP-2020000585,Helicopter,,No,,,,24353,Phone,Unknown,HI,96707,Kapolei,5/8/2020,96707,21.36,-158.08,Kapolei,Honolulu County,#N/A,Addressed,13,Less than 15 days,New Complainant,1,0,0,0,,Letter,18 2020,4/25/2020 - 5/8/2020
AWP-2020000586,Helicopter - safety,,No,,,Larri,24358,Phone,Unknown,CA,92596,Winchester,5/13/2020,92596,33.67,-117.05,Winchester,Riverside County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000587,Helicopter - safety,,No,,,,24359,Phone,Unknown,CA,92590,Temecula,5/13/2020,92590,33.48,-117.23,Temecula,Riverside County,SoCal,Addressed,17,15 - 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000588,Helicopter - safety,,No,,,,24360,Phone,Unknown,CA,92584,Menifee,5/14/2020,92584,33.65,-117.17,Menifee,Riverside County,SoCal,Addressed,16,15 - 30 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000589,Helicopter,,No,,,,24361,Email,Unknown,CA,92595,Wildomar,5/15/2020,92595,33.62,-117.26,Wildomar,Riverside County,SoCal,Addressed,6,Less than 15 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000590,UAS - Drones,,No,,,,24362,Phone,Unknown,CA,95616,Davis,5/9/2020,95616,38.55,-121.80,Davis,Yolo County,NorCal,Addressed,12,Less than 15 days,New Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
AWP-2020000591,NextGen/PBN,,Yes,,,,24372,Email,PHX,AZ,85201,Mesa,5/11/2020,85201,33.43,-111.85,Mesa,Maricopa County,#N/A,Addressed,10,Less than 15 days,Repeat Complainant,1,0,0,0,,Email,19 2020,5/9/2020 - 5/22/2020
